value,count,percentage,source,column
dbSNP VCF Submission Format Guidelines,1,0.1114827201783724,All,Data Upload License Name
Regolamento   per   l’accesso   ai   dati   distribuiti   dal   Centro Interdipartimentale UniData,1,0.1114827201783724,All,Data Upload License Name
Data Submission Process,1,0.1114827201783724,All,Data Upload License Name
Data submit guidelines,1,0.1114827201783724,All,Data Upload License Name
Contribution and Participation,1,0.1114827201783724,All,Data Upload License Name
Adding experimental data,1,0.1114827201783724,All,Data Upload License Name
Direct DIP/IMEx submissions,1,0.1114827201783724,All,Data Upload License Name
Submit your Data,1,0.1114827201783724,All,Data Upload License Name
"Store, share, publish and discover research data",1,0.1114827201783724,All,Data Upload License Name
ALEXA User Manual,1,0.1114827201783724,All,Data Upload License Name
SWISS-MODEL Input Data,1,0.1114827201783724,All,Data Upload License Name
Preparing and uploading media,1,0.1114827201783724,All,Data Upload License Name
Deposit ypur work,1,0.1114827201783724,All,Data Upload License Name
ISSDA Deposit Data,1,0.1114827201783724,All,Data Upload License Name
Depositing form,1,0.1114827201783724,All,Data Upload License Name
CDDIS File Upload Procedures,1,0.1114827201783724,All,Data Upload License Name
Data Rights & Related Issues,1,0.1114827201783724,All,Data Upload License Name
Data Serving Guidlines,1,0.1114827201783724,All,Data Upload License Name
How to Contribute Data to the NASA Exoplanet Archive,1,0.1114827201783724,All,Data Upload License Name
IOC Oceanographic Data Exchange Policy,1,0.1114827201783724,All,Data Upload License Name
OneDep,1,0.1114827201783724,All,Data Upload License Name
Contributing data to MPD,1,0.1114827201783724,All,Data Upload License Name
Metadata Deposit Conditions,1,0.1114827201783724,All,Data Upload License Name
deposition guide,1,0.1114827201783724,All,Data Upload License Name
wwPDB OneDep System,1,0.1114827201783724,All,Data Upload License Name
contributing data,1,0.1114827201783724,All,Data Upload License Name
Procedure for Strain and Plasmid Deposits to the Dicty Stock Center,1,0.1114827201783724,All,Data Upload License Name
Data use statement of WDC-RRE,1,0.1114827201783724,All,Data Upload License Name
NODC Submission Information Form,1,0.1114827201783724,All,Data Upload License Name
Data Submission Preparation Guide,1,0.1114827201783724,All,Data Upload License Name
Guidelines for Contributing Marine Geological and Geophysical Data to the National Centers for Environmental Information (NCEI),1,0.1114827201783724,All,Data Upload License Name
NSIDC DAAC Data Acceptance Plan,1,0.1114827201783724,All,Data Upload License Name
Publish your Data,1,0.1114827201783724,All,Data Upload License Name
input philosophy,1,0.1114827201783724,All,Data Upload License Name
Contribute data to OBIS,1,0.1114827201783724,All,Data Upload License Name
Database Legal Protection,1,0.1114827201783724,All,Data Upload License Name
Author’s Works/Contributions Submission Policy,1,0.1114827201783724,All,Data Upload License Name
Procedure for submitting new or updated entries to EnvBase,1,0.1114827201783724,All,Data Upload License Name
Data Submission Guide,1,0.1114827201783724,All,Data Upload License Name
Submitting data to the NSSDCA,1,0.1114827201783724,All,Data Upload License Name
General guidelines for submissions,1,0.1114827201783724,All,Data Upload License Name
Data Publication Guidelines for Contributors,1,0.1114827201783724,All,Data Upload License Name
Depositing with the University of Oxford Text Archive,1,0.1114827201783724,All,Data Upload License Name
Data deposit,1,0.1114827201783724,All,Data Upload License Name
NLM PubChem project data submission policy,1,0.1114827201783724,All,Data Upload License Name
Uploading data onto the UP Research Data Repository,1,0.1114827201783724,All,Data Upload License Name
Depositing Data with the Australian Data Archive,1,0.1114827201783724,All,Data Upload License Name
WMO Global Atmosphere Watch (GAW) Strategic Plan,1,0.1114827201783724,All,Data Upload License Name
Submission steps,1,0.1114827201783724,All,Data Upload License Name
Data submission guide,1,0.1114827201783724,All,Data Upload License Name
WDCGG Contributor Manual,1,0.1114827201783724,All,Data Upload License Name
Instructions for Authors,1,0.1114827201783724,All,Data Upload License Name
How to Get Started Contributing Data,1,0.1114827201783724,All,Data Upload License Name
Depositing Data to the CCDB,1,0.1114827201783724,All,Data Upload License Name
Data Management for Data Providers,1,0.1114827201783724,All,Data Upload License Name
Data and Metadata Upload,1,0.1114827201783724,All,Data Upload License Name
Data publisher agreement,1,0.1114827201783724,All,Data Upload License Name
Processing and Uploading Data,1,0.1114827201783724,All,Data Upload License Name
Depositing data to Dryad,1,0.1114827201783724,All,Data Upload License Name
Publishing your data in the VO,1,0.1114827201783724,All,Data Upload License Name
Attribution 4.0 International (CC BY 4.0),1,0.1114827201783724,All,Data Upload License Name
Harvard Dataverse User Uploads,1,0.1114827201783724,All,Data Upload License Name
ECAD datapolicy,1,0.1114827201783724,All,Data Upload License Name
DataShare depositor agreement,1,0.1114827201783724,All,Data Upload License Name
core content policies,1,0.1114827201783724,All,Data Upload License Name
Data Rights & related issues,1,0.1114827201783724,All,Data Upload License Name
Submission of Final Reports,1,0.1114827201783724,All,Data Upload License Name
Depositing,1,0.1114827201783724,All,Data Upload License Name
Long term preservation concept,1,0.1114827201783724,All,Data Upload License Name
Depositing Agreement,1,0.1114827201783724,All,Data Upload License Name
Submission overview guidelines,1,0.1114827201783724,All,Data Upload License Name
contribute materials,1,0.1114827201783724,All,Data Upload License Name
Additional Information for Authors,1,0.1114827201783724,All,Data Upload License Name
Contribute your data,1,0.1114827201783724,All,Data Upload License Name
Start Deposit,1,0.1114827201783724,All,Data Upload License Name
"Guide to Social Science Data Preparation and Archiving
Phase 6: Depositing Data",1,0.1114827201783724,All,Data Upload License Name
Data Deposit Form - Deposit agreement,1,0.1114827201783724,All,Data Upload License Name
Submit Data,1,0.1114827201783724,All,Data Upload License Name
Submitting proposals,1,0.1114827201783724,All,Data Upload License Name
Data providers agreement,1,0.1114827201783724,All,Data Upload License Name
Archive Submission Policies,1,0.1114827201783724,All,Data Upload License Name
OLAC Data Provider,1,0.1114827201783724,All,Data Upload License Name
Public Domain Dedication (CC Zero),1,0.1114827201783724,All,Data Upload License Name
Policy for scientific data,1,0.1114827201783724,All,Data Upload License Name
Authors' Guide,1,0.1114827201783724,All,Data Upload License Name
Policy and Procedures for Digital Archiving,1,0.1114827201783724,All,Data Upload License Name
eyeMoviePedia Open Access Charta,1,0.1114827201783724,All,Data Upload License Name
Convention on Biological Diversity,1,0.1114827201783724,All,Data Upload License Name
Intellectual property rights and disclaimers,1,0.1114827201783724,All,Data Upload License Name
International Nucleotide Sequence Databases Policies,1,0.1114827201783724,All,Data Upload License Name
submitting content,1,0.1114827201783724,All,Data Upload License Name
Annotations guidelines,1,0.1114827201783724,All,Data Upload License Name
Code of Conduct,1,0.1114827201783724,All,Data Upload License Name
Sample Collection principles,1,0.1114827201783724,All,Data Upload License Name
Data Acquisition & Use,1,0.1114827201783724,All,Data Upload License Name
NGDC Digital Data Deposit Application,1,0.1114827201783724,All,Data Upload License Name
submission guides,1,0.1114827201783724,All,Data Upload License Name
Deposit a Structure in the CSD,1,0.1114827201783724,All,Data Upload License Name
MPC submission information,1,0.1114827201783724,All,Data Upload License Name
How do I Deposit a Single Structure,1,0.1114827201783724,All,Data Upload License Name
Submit a New Matrix,1,0.1114827201783724,All,Data Upload License Name
Depositing Services,1,0.1114827201783724,All,Data Upload License Name
ClinicalTrials.gov Submissions,1,0.1114827201783724,All,Data Upload License Name
How to deposit your data to the COD,1,0.1114827201783724,All,Data Upload License Name
DANS licence agreement,1,0.1114827201783724,All,Data Upload License Name
Dataset + File Management,1,0.1114827201783724,All,Data Upload License Name
SDR Terms of Deposit,1,0.1114827201783724,All,Data Upload License Name
Terms of submission,1,0.1114827201783724,All,Data Upload License Name
NCEI Submission Guidance for Data Providers,1,0.1114827201783724,All,Data Upload License Name
Creative Commons licenses,1,0.1114827201783724,All,Data Upload License Name
How to contribute data to INDI,1,0.1114827201783724,All,Data Upload License Name
EBI Terms of Use,1,0.1114827201783724,All,Data Upload License Name
NIH Data Sharing Policy,1,0.1114827201783724,All,Data Upload License Name
Europeana Publishing Guide,1,0.1114827201783724,All,Data Upload License Name
Publish your collection with Europeana,1,0.1114827201783724,All,Data Upload License Name
Terms for User Contributions,1,0.1114827201783724,All,Data Upload License Name
Term of Use,1,0.1114827201783724,All,Data Upload License Name
IDEALS Deposit Agreement,1,0.1114827201783724,All,Data Upload License Name
ORA deposit agreement,1,0.1114827201783724,All,Data Upload License Name
ORA submission policy,1,0.1114827201783724,All,Data Upload License Name
Open Data Commons Open Database License,1,0.1114827201783724,All,Data Upload License Name
IMAS Data Submission Tool,1,0.1114827201783724,All,Data Upload License Name
Uploading data to DataBank,1,0.1114827201783724,All,Data Upload License Name
Ingest,1,0.1114827201783724,All,Data Upload License Name
Creating GLOBE’s Global Variables,1,0.1114827201783724,All,Data Upload License Name
Submitting data to the eAtlas,1,0.1114827201783724,All,Data Upload License Name
How to Submit Files to SSDB,1,0.1114827201783724,All,Data Upload License Name
EarthChem Library Submission Guidelines,1,0.1114827201783724,All,Data Upload License Name
Submissions and Updates,1,0.1114827201783724,All,Data Upload License Name
IRB principles,1,0.1114827201783724,All,Data Upload License Name
Instructions for data contributors,1,0.1114827201783724,All,Data Upload License Name
Terms of use - Contributed content,1,0.1114827201783724,All,Data Upload License Name
Deakin Research Online Deposit Agreement,1,0.1114827201783724,All,Data Upload License Name
Guidelines for data registration,1,0.1114827201783724,All,Data Upload License Name
Submit data to the PODB3,1,0.1114827201783724,All,Data Upload License Name
Data Deposit Terms,1,0.1114827201783724,All,Data Upload License Name
"Tabular Data, Representation, Storage and Ingest",1,0.1114827201783724,All,Data Upload License Name
Contributing to the GEOFON data archive,1,0.1114827201783724,All,Data Upload License Name
GBIF data publisher agreement,1,0.1114827201783724,All,Data Upload License Name
call for support,1,0.1114827201783724,All,Data Upload License Name
DRUM Data Collection Policy,1,0.1114827201783724,All,Data Upload License Name
Submit your data,1,0.1114827201783724,All,Data Upload License Name
Data Submission and Release on uPathDB Databases,1,0.1114827201783724,All,Data Upload License Name
Curators/Editors: Your Starting Point,1,0.1114827201783724,All,Data Upload License Name
HyMeX data and Publication Policy,1,0.1114827201783724,All,Data Upload License Name
Illinois Water Inventory Program,1,0.1114827201783724,All,Data Upload License Name
CRAWDAD Data License,1,0.1114827201783724,All,Data Upload License Name
Research Data Management - Policy,1,0.1114827201783724,All,Data Upload License Name
"Data Publishing: Data Access Services, Formats, and Metadata",1,0.1114827201783724,All,Data Upload License Name
Submitting Your Data,1,0.1114827201783724,All,Data Upload License Name
Non-Exclusive Distribution License,1,0.1114827201783724,All,Data Upload License Name
DRI Deosit Terms and Conditions,1,0.1114827201783724,All,Data Upload License Name
CLARIN Deposition License Agreements (DELA),1,0.1114827201783724,All,Data Upload License Name
Submitting Content terms of license,1,0.1114827201783724,All,Data Upload License Name
Charte de la Cohorte Gazel,1,0.1114827201783724,All,Data Upload License Name
NIH Data Sharing Policy.,1,0.1114827201783724,All,Data Upload License Name
MERMeX Provide Data,1,0.1114827201783724,All,Data Upload License Name
Publish your marine data,1,0.1114827201783724,All,Data Upload License Name
Who owns and controls my data?,1,0.1114827201783724,All,Data Upload License Name
Creative Commons Licenses,1,0.1114827201783724,All,Data Upload License Name
Guidelines For Data Files,1,0.1114827201783724,All,Data Upload License Name
UWA Research Repository Guidelines for Submitters,1,0.1114827201783724,All,Data Upload License Name
Submission of primary genotyping data,1,0.1114827201783724,All,Data Upload License Name
Confidentiality and Subject Protection,1,0.1114827201783724,All,Data Upload License Name
Contributor License Agreement,1,0.1114827201783724,All,Data Upload License Name
Resource Submission Forms,1,0.1114827201783724,All,Data Upload License Name
Open source licenses,1,0.1114827201783724,All,Data Upload License Name
Requesting Names,1,0.1114827201783724,All,Data Upload License Name
Registration,1,0.1114827201783724,All,Data Upload License Name
NGEE Arctic Online Metadata Editor,1,0.1114827201783724,All,Data Upload License Name
Research Data Archive - Depositor Agreement,1,0.1114827201783724,All,Data Upload License Name
User Guide for the Research Data Archive,1,0.1114827201783724,All,Data Upload License Name
Submitting,1,0.1114827201783724,All,Data Upload License Name
TR32DB data policy agreement,1,0.1114827201783724,All,Data Upload License Name
"Upload, Enter and Manage Your Data",1,0.1114827201783724,All,Data Upload License Name
"How to record, submit and manage your data",1,0.1114827201783724,All,Data Upload License Name
Contribute with data,1,0.1114827201783724,All,Data Upload License Name
Data input,1,0.1114827201783724,All,Data Upload License Name
CEDA Arrivals,1,0.1114827201783724,All,Data Upload License Name
Data Usage Policy,1,0.1114827201783724,All,Data Upload License Name
Procedure for becoming an EPN Station,1,0.1114827201783724,All,Data Upload License Name
How to get involved,1,0.1114827201783724,All,Data Upload License Name
DOE JGI’s Policy on Microbial Genbank Submissions,1,0.1114827201783724,All,Data Upload License Name
Guidelines for Developing Manuscripts,1,0.1114827201783724,All,Data Upload License Name
Submit data to AspGD,1,0.1114827201783724,All,Data Upload License Name
Rights policy,1,0.1114827201783724,All,Data Upload License Name
AODN Contributing Data,1,0.1114827201783724,All,Data Upload License Name
Suggest a dataset,1,0.1114827201783724,All,Data Upload License Name
Support,1,0.1114827201783724,All,Data Upload License Name
submit data to VEuPathDB,1,0.1114827201783724,All,Data Upload License Name
Contributing,1,0.1114827201783724,All,Data Upload License Name
Rhea at sourceforge,1,0.1114827201783724,All,Data Upload License Name
submission information,1,0.1114827201783724,All,Data Upload License Name
Contributing data,1,0.1114827201783724,All,Data Upload License Name
Collections Development Policy,1,0.1114827201783724,All,Data Upload License Name
Quick Guide,1,0.1114827201783724,All,Data Upload License Name
Sharing a dataset with the ALA,1,0.1114827201783724,All,Data Upload License Name
submissions to BOLD,1,0.1114827201783724,All,Data Upload License Name
Access Policies - Private Data,1,0.1114827201783724,All,Data Upload License Name
Submission of external antibodies to be included in the Protein Atlas,1,0.1114827201783724,All,Data Upload License Name
Reporting by consumers,1,0.1114827201783724,All,Data Upload License Name
Contribute to the Data Portal,1,0.1114827201783724,All,Data Upload License Name
YRC PDR Upload,1,0.1114827201783724,All,Data Upload License Name
Submit Datasets,1,0.1114827201783724,All,Data Upload License Name
Intellectual Property Guidelines for the TRY Initiative,1,0.1114827201783724,All,Data Upload License Name
ICPSR deposit data,1,0.1114827201783724,All,Data Upload License Name
ISPS Data Archive Deposit Agreement,1,0.1114827201783724,All,Data Upload License Name
NIMH Data Archive Data Submission Agreement,1,0.1114827201783724,All,Data Upload License Name
7-step-guide to data publication,1,0.1114827201783724,All,Data Upload License Name
Agreements and Terms,1,0.1114827201783724,All,Data Upload License Name
Submitting Data to PMN,1,0.1114827201783724,All,Data Upload License Name
How to participate,1,0.1114827201783724,All,Data Upload License Name
Statement of Responsibilities,1,0.1114827201783724,All,Data Upload License Name
Contributor Licenses,1,0.1114827201783724,All,Data Upload License Name
Submitting Sequences to dbGSS,1,0.1114827201783724,All,Data Upload License Name
How to submit data to NCBI,1,0.1114827201783724,All,Data Upload License Name
submission to genbank,1,0.1114827201783724,All,Data Upload License Name
"Steps for dbGaP Study Registration, Submission, and release of Data",1,0.1114827201783724,All,Data Upload License Name
Contribute data,1,0.1114827201783724,All,Data Upload License Name
EC guidelines,1,0.1114827201783724,All,Data Upload License Name
Submission Tool,1,0.1114827201783724,All,Data Upload License Name
Public domain,1,0.1114827201783724,All,Data Upload License Name
donate,1,0.1114827201783724,All,Data Upload License Name
Donation Policy,1,0.1114827201783724,All,Data Upload License Name
Collaborate,1,0.1114827201783724,All,Data Upload License Name
wwPDB deposition information,1,0.1114827201783724,All,Data Upload License Name
License & Copyright,1,0.1114827201783724,All,Data Upload License Name
Submission Requirements,1,0.1114827201783724,All,Data Upload License Name
iDigBio Terms of Use Policy,1,0.1114827201783724,All,Data Upload License Name
Protocol for data deposition and storage in NVS,1,0.1114827201783724,All,Data Upload License Name
submitting data,1,0.1114827201783724,All,Data Upload License Name
ANZCTR Access Policy,1,0.1114827201783724,All,Data Upload License Name
Submitting content,1,0.1114827201783724,All,Data Upload License Name
Self-archiving in ORE,1,0.1114827201783724,All,Data Upload License Name
Data Repository Policies,1,0.1114827201783724,All,Data Upload License Name
LSE Research Online deposit agreement,1,0.1114827201783724,All,Data Upload License Name
Publisher copyright policies & self-archiving,1,0.1114827201783724,All,Data Upload License Name
Repository's Rights and Responsibilities,1,0.1114827201783724,All,Data Upload License Name
Deposit licence,1,0.1114827201783724,All,Data Upload License Name
Contributing to PhysioNet Guidelines,1,0.1114827201783724,All,Data Upload License Name
Submisson Guidelines,1,0.1114827201783724,All,Data Upload License Name
Submission form,1,0.1114827201783724,All,Data Upload License Name
Publishing research data in the data.bris repository,1,0.1114827201783724,All,Data Upload License Name
Become a Molecule Authority,1,0.1114827201783724,All,Data Upload License Name
Submission of RNAi phenotype and/or reagent data,1,0.1114827201783724,All,Data Upload License Name
How to contribute,1,0.1114827201783724,All,Data Upload License Name
Submitting Influenza Virus Sequences to GenBank,1,0.1114827201783724,All,Data Upload License Name
Submissions through BankIT,1,0.1114827201783724,All,Data Upload License Name
Publish Data,1,0.1114827201783724,All,Data Upload License Name
Data Management Policy,1,0.1114827201783724,All,Data Upload License Name
DataShop Terms of Use,1,0.1114827201783724,All,Data Upload License Name
Databrary Access Agreement,1,0.1114827201783724,All,Data Upload License Name
Guide to Social Science Data Preparation and Archiving,1,0.1114827201783724,All,Data Upload License Name
NSF Dissemination and Sharing of Research Results,1,0.1114827201783724,All,Data Upload License Name
Standard and Special Deposit Agreement,1,0.1114827201783724,All,Data Upload License Name
Fungal Genetics Stock Center Deposit Policies,1,0.1114827201783724,All,Data Upload License Name
Uploading,1,0.1114827201783724,All,Data Upload License Name
Quick Guide to Copyright and Licenses for Dataset,1,0.1114827201783724,All,Data Upload License Name
CSIC License,1,0.1114827201783724,All,Data Upload License Name
Sharing Data,1,0.1114827201783724,All,Data Upload License Name
OeAWI Guideline,1,0.1114827201783724,All,Data Upload License Name
CC,1506,27.25298588490771,All,Data License Name
Copyrights,1477,26.72819399203764,All,Data License Name
other,1391,25.17191458559537,All,Data License Name
Public Domain,399,7.220412595005429,All,Data License Name
CC0,312,5.646036916395222,All,Data License Name
ODC,150,2.714440825190011,All,Data License Name
OGL,90,1.628664495114007,All,Data License Name
OGLC,79,1.429605501266739,All,Data License Name
Apache License 2.0,64,1.158161418747738,All,Data License Name
BSD,53,0.9591024249004706,All,Data License Name
RL,4,0.07238508867173363,All,Data License Name
none,1,0.01809627216793341,All,Data License Name
registration,961,44.32656826568266,All,Data Access Restriction
other,646,29.79704797047971,All,Data Access Restriction
feeRequired,361,16.65129151291513,All,Data Access Restriction
institutional membership,200,9.22509225092251,All,Data Access Restriction
open,2884,53.45690454124189,All,Data Access Type
restricted,1719,31.8628359592215,All,Data Access Type
embargoed,516,9.564411492122336,All,Data Access Type
closed,276,5.115848007414272,All,Data Access Type
registration,113,63.48314606741573,All,Database Access Restriction
other,47,26.40449438202247,All,Database Access Restriction
feeRequired,18,10.1123595505618,All,Database Access Restriction
open,3143,94.41273655752478,All,Database Access Type
restricted,164,4.92640432562331,All,Database Access Type
closed,22,0.6608591168519075,All,Database Access Type
other,181,56.91823899371069,All,Certificate
RatSWD,44,13.83647798742138,All,Certificate
WDS,39,12.26415094339623,All,Certificate
CLARIN certificate B,28,8.80503144654088,All,Certificate
DSA,11,3.459119496855346,All,Certificate
DINI Certificate,11,3.459119496855346,All,Certificate
Trusted Digital Repository,2,0.628930817610063,All,Certificate
DIN 31644,1,0.3144654088050315,All,Certificate
ISO 16363,1,0.3144654088050315,All,Certificate
none,1323,44.17362270450752,All,PID System
DOI,1117,37.29549248747913,All,PID System
hdl,294,9.81636060100167,All,PID System
other,129,4.307178631051753,All,PID System
URN,68,2.270450751252087,All,PID System
PURL,33,1.101836393989983,All,PID System
ARK,30,1.001669449081803,All,PID System
IGSN,1,0.0333889816360601,All,PID System
ORCID,328,91.87675070028011,All,AID System
AuthorClaim,10,2.801120448179272,All,AID System
ISNI,10,2.801120448179272,All,AID System
ResearcherID,9,2.521008403361344,All,AID System
USA,92,34.71698113207547,WDS,Institution Country
AAA,23,8.679245283018867,WDS,Institution Country
AUS,21,7.924528301886792,WDS,Institution Country
GBR,20,7.547169811320755,WDS,Institution Country
CAN,17,6.415094339622642,WDS,Institution Country
CHN,15,5.660377358490567,WDS,Institution Country
DEU,12,4.528301886792453,WDS,Institution Country
FRA,10,3.773584905660377,WDS,Institution Country
RUS,10,3.773584905660377,WDS,Institution Country
NLD,8,3.018867924528302,WDS,Institution Country
JPN,7,2.641509433962264,WDS,Institution Country
TWN,4,1.509433962264151,WDS,Institution Country
BEL,4,1.509433962264151,WDS,Institution Country
SWE,3,1.132075471698113,WDS,Institution Country
DNK,3,1.132075471698113,WDS,Institution Country
UKR,3,1.132075471698113,WDS,Institution Country
IRL,3,1.132075471698113,WDS,Institution Country
ESP,2,0.7547169811320755,WDS,Institution Country
CHE,2,0.7547169811320755,WDS,Institution Country
ZAF,1,0.3773584905660378,WDS,Institution Country
EEC,1,0.3773584905660378,WDS,Institution Country
ITA,1,0.3773584905660378,WDS,Institution Country
NOR,1,0.3773584905660378,WDS,Institution Country
KOR,1,0.3773584905660378,WDS,Institution Country
BIH,1,0.3773584905660378,WDS,Institution Country
eng,93,72.65625,WDS,Repository Language
zho,11,8.59375,WDS,Repository Language
rus,7,5.46875,WDS,Repository Language
fra,5,3.90625,WDS,Repository Language
jpn,3,2.34375,WDS,Repository Language
ukr,2,1.5625,WDS,Repository Language
swe,1,0.78125,WDS,Repository Language
deu,1,0.78125,WDS,Repository Language
dan,1,0.78125,WDS,Repository Language
nld,1,0.78125,WDS,Repository Language
ita,1,0.78125,WDS,Repository Language
nno,1,0.78125,WDS,Repository Language
kor,1,0.78125,WDS,Repository Language
3 Natural Sciences,77,12.96296296296296,WDS,Subject
34 Geosciences (including Geography),61,10.26936026936027,WDS,Subject
313 Atmospheric Science and Oceanography,37,6.228956228956229,WDS,Subject
315 Geophysics and Geodesy,30,5.05050505050505,WDS,Subject
32 Physics,29,4.882154882154882,WDS,Subject
2 Life Sciences,26,4.377104377104377,WDS,Subject
311 Astrophysics and Astronomy,24,4.040404040404041,WDS,Subject
31302 Oceanography,21,3.535353535353535,WDS,Subject
21 Biology,20,3.367003367003367,WDS,Subject
1 Humanities and Social Sciences,20,3.367003367003367,WDS,Subject
318 Water Research,16,2.693602693602693,WDS,Subject
31301 Atmospheric Science,12,2.02020202020202,WDS,Subject
12 Social and Behavioural Sciences,11,1.851851851851852,WDS,Subject
4 Engineering Sciences,11,1.851851851851852,WDS,Subject
111 Social Sciences,10,1.683501683501683,WDS,Subject
11 Humanities,9,1.515151515151515,WDS,Subject
314 Geology and Palaeontology,8,1.346801346801347,WDS,Subject
203 Zoology,8,1.346801346801347,WDS,Subject
22 Medicine,8,1.346801346801347,WDS,Subject
317 Geography,8,1.346801346801347,WDS,Subject
31501 Geophysics,7,1.178451178451178,WDS,Subject
112 Economics,7,1.178451178451178,WDS,Subject
"31502 Geodesy, Photogrammetry, Remote Sensing, Geoinformatics, Cartogaphy",6,1.01010101010101,WDS,Subject
201 Basic Biological and Medical Research,6,1.01010101010101,WDS,Subject
"20303 Animal Ecology, Biodiversity and Ecosystem Research",5,0.8417508417508417,WDS,Subject
"316 Geochemistry, Mineralogy and Crystallography",5,0.8417508417508417,WDS,Subject
31 Chemistry,5,0.8417508417508417,WDS,Subject
102 History,4,0.6734006734006733,WDS,Subject
"23 Agriculture, Forestry, Horticulture and Veterinary Medicine",4,0.6734006734006733,WDS,Subject
101 Ancient Cultures,3,0.5050505050505051,WDS,Subject
301 Molecular Chemistry,3,0.5050505050505051,WDS,Subject
31702 Human Geography,3,0.5050505050505051,WDS,Subject
11104 Political Science,3,0.5050505050505051,WDS,Subject
"31801 Hydrogeology, Hydrology, Limnology, Urban Water Management, Water Chemistry, Integrated Water Resources Management",3,0.5050505050505051,WDS,Subject
202 Plant Sciences,3,0.5050505050505051,WDS,Subject
31101 Astrophysics and Astronomy,3,0.5050505050505051,WDS,Subject
205 Medicine,3,0.5050505050505051,WDS,Subject
"204 Microbiology, Virology and Immunology",3,0.5050505050505051,WDS,Subject
"44 Computer Science, Electrical and System Engineering",3,0.5050505050505051,WDS,Subject
109 Education Sciences,2,0.3367003367003367,WDS,Subject
40902 Software Technology,2,0.3367003367003367,WDS,Subject
104 Linguistics,2,0.3367003367003367,WDS,Subject
"10403 Typology, Non-European Languages, Historical Linguistics",2,0.3367003367003367,WDS,Subject
20107 Bioinformatics and Theoretical Biology,2,0.3367003367003367,WDS,Subject
"103 Fine Arts, Music, Theatre and Media Studies",2,0.3367003367003367,WDS,Subject
20104 Structural Biology,2,0.3367003367003367,WDS,Subject
20202 Plant Ecology and Ecosystem Analysis,2,0.3367003367003367,WDS,Subject
107 Theology,2,0.3367003367003367,WDS,Subject
"308 Optics, Quantum Optics and Physics of Atoms, Molecules and Plasmas",2,0.3367003367003367,WDS,Subject
409 Computer Science,2,0.3367003367003367,WDS,Subject
"41002 Urbanism, Spatial Planning, Transportation and Infrastructure Planning, Landscape Planning",2,0.3367003367003367,WDS,Subject
410 Construction Engineering and Architecture,2,0.3367003367003367,WDS,Subject
20701 Soil Sciences,2,0.3367003367003367,WDS,Subject
"207 Agriculture, Forestry, Horticulture and Veterinary Medicine",2,0.3367003367003367,WDS,Subject
11305 Criminology,2,0.3367003367003367,WDS,Subject
45 Construction Engineering and Architecture,2,0.3367003367003367,WDS,Subject
113 Jurisprudence,2,0.3367003367003367,WDS,Subject
"106 Non-European Languages and Cultures, Social and Cultural Anthropology, Jewish Studies and Religious Studies",2,0.3367003367003367,WDS,Subject
11202 Economic and Social Policy,2,0.3367003367003367,WDS,Subject
11102 Empirical Social Research,2,0.3367003367003367,WDS,Subject
20105 General Genetics,1,0.1683501683501683,WDS,Subject
407 Systems Engineering,1,0.1683501683501683,WDS,Subject
41 Mechanical and industrial Engineering,1,0.1683501683501683,WDS,Subject
20103 Cell Biology,1,0.1683501683501683,WDS,Subject
31401 Geology and Palaeontology,1,0.1683501683501683,WDS,Subject
10301 Art History,1,0.1683501683501683,WDS,Subject
"20302 Evolution, Anthropology",1,0.1683501683501683,WDS,Subject
402 Mechanics and Constructive Mechanical Engineering,1,0.1683501683501683,WDS,Subject
105 Literary Studies,1,0.1683501683501683,WDS,Subject
10104 Classical Archaeology,1,0.1683501683501683,WDS,Subject
20207 Plant Genetics,1,0.1683501683501683,WDS,Subject
20405 Immunology,1,0.1683501683501683,WDS,Subject
40204 Acoustics,1,0.1683501683501683,WDS,Subject
"31601 Geochemistry, Mineralogy and Crystallography",1,0.1683501683501683,WDS,Subject
"20502 Public Health, Health Services Research, Social Medicine",1,0.1683501683501683,WDS,Subject
42 Thermal Engineering/Process Engineering,1,0.1683501683501683,WDS,Subject
"404 Heat Energy Technology, Thermal Machines, Fluid Mechanics",1,0.1683501683501683,WDS,Subject
10302 Musicology,1,0.1683501683501683,WDS,Subject
10601 Social and Cultural Anthropology and Ethnology/Folklore,1,0.1683501683501683,WDS,Subject
10602 Asian Studies,1,0.1683501683501683,WDS,Subject
20507 Clinical Chemistry and Pathobiochemistry,1,0.1683501683501683,WDS,Subject
11205 Statistics and Econometrics,1,0.1683501683501683,WDS,Subject
110 Psychology,1,0.1683501683501683,WDS,Subject
33 Mathematics,1,0.1683501683501683,WDS,Subject
"309 Particles, Nuclei and Fields",1,0.1683501683501683,WDS,Subject
303 Physical and Theoretical Chemistry,1,0.1683501683501683,WDS,Subject
11204 Business Administration,1,0.1683501683501683,WDS,Subject
DFG,594,100.0,WDS,Subject Scheme
REST,21,27.63157894736842,WDS,API Type
FTP,16,21.05263157894737,WDS,API Type
OpenDAP,11,14.47368421052632,WDS,API Type
OAI-PMH,9,11.84210526315789,WDS,API Type
NetCDF,8,10.52631578947368,WDS,API Type
other,6,7.894736842105263,WDS,API Type
SPARQL,2,2.631578947368421,WDS,API Type
SOAP,2,2.631578947368421,WDS,API Type
SWORD,1,1.31578947368421,WDS,API Type
ISO 19115,26,20.3125,WDS,Metadata Standard Name
Dublin Core,21,16.40625,WDS,Metadata Standard Name
